No.,UserID,Date,Tweet
16,66cc32371bfa38ed69f43bd24ca242977841fb5f722fd3479a930a2620c5447a,12-02-2016 16:31,"Posting foto Valentine-mu? — islam kok:) 100%, so... you know lah :'v https://t.co/bvTHnpTcGI"
17,0a6dbefbde8fed74d5dd82f0e5c51aa1386623387cfc50667f8fdd0d91981b57,12-02-2016 16:31,"Syria ceasefire deal reached, but how it'll be enforced remains to be seen https://t.co/pRn8joyuOX  https://t.co/L9bVVbfFNc"
18,b9d7b39cc5a12184a2efeba40294774cc000265ce4c6db0acbac2c302980e1ac,12-02-2016 16:31,RT @NaziaAngel1993: many non Muslims who have seen #mecca_live. saying how beautiful it is MaaShahAllah. Some want 2 convert to islam. http…
19,dc433bbb6006053dafe5e8d89f6c38cdb5608486a75c2aafb202e5cced8a3653,12-02-2016 16:31,"RT @JoyceBruns: Sounds like gun running from Libya to Syria is the only game in Obama/Clinton playbook. #Fast n Furious"" to Mexico? https:/…"
20,0057a063b23a708793a11b4d66a0bedc1518b655c010359f3ea945f173f78959,12-02-2016 16:31,"RT @AP: BREAKING: Kerry: Diplomats agree to implement ""cessation of hostilities"" in Syria, aim to start in a week's time."
21,dfd2101784ea7dd9556e31210026844b0997fb72e394a2dbb8ba74cd3c9dfe5c,12-02-2016 16:31,RT @CorruptOverlord: Guy: hey Girl: sorry I only date Muslim guys Guy:   https://t.co/OyQldCRZkN
22,666d7af30a7be6bf030da30c357fa3a6aed2e0cc23391262a73e5f86b83a4876,12-02-2016 16:31,"RT @SouleFacts: I want to know about the Brigade of ""Bleeding Heart"" for terrorist like Afzal Guru in JNU, working against India: Arnab Gos…"
23,36f185e8ff06e92224d983e7e95f16ece44f7aa2b4a54592b2bd556fadd6a265,12-02-2016 16:31,Ban on Muslim immigration constitutionaly necessary to avoid treason! Allowing enemy combatants into USA is treason per constitution!
24,3dad33d0871f5dbbc2a2002d2762cbe90e25e8e07fb49f299192cd3bb00f6e99,12-02-2016 16:31,RT @RamiAlLolah: re #ISIS; #Twitter has suspended in 2015: ~40-50K accounts 2016: ~125K accounts 2017: ~400-500K accounts Thanks @jack
25,21bec1825ee7ada65378db0644c1bf4bc1919d6621c8858134ef90f4c93dc965,12-02-2016 16:31,"RT @silentrunning12: https://t.co/cB1UYngp1X  Now why would the FBI be investigating a loon w a machete, unless they knew it was an ISIS Lo…"
26,2e8a450a2fad9e9681bd716d7944abe98a60f099a8224ac41b09f104dd7fb35d,12-02-2016 16:31,"RT @intlspectator: F-22 Raptor  Top speed: 2,410 km/h Weight: 19,700 kg Units: 195 Cost: $150 million Combat debut: Syria, 2014 https://t.c…"
27,66f768ec7b5c9def7b302ecbc2fc0b57fd10f37d9c93662b3804464f847d3161,12-02-2016 16:31,RT @VHSplus: I never seen terrorist or the devil but I have seen white men in power
28,be8abc8cebfaa059aee27f4bfadf5e35829961d1f278c4681dcebde79a773dec,12-02-2016 16:31,"Obama not tell you $22 Billion a year spent on food Assistance prog food stamps, WIC, ND free school lunches 4 illegal immigrants."
29,e8fd38b8cee27d3824aac34dae901707e3bbb7ace9aa60d48596a47b88f05c2e,12-02-2016 16:31,@tufailelif these ppl r more dangerous than the terrorist...
30,af5069a381bc83fae3aebd42d4ad30fe547a95c3f42ab2546f2a385cedf6cf1c,12-02-2016 16:31,RT @CNBCi: Russia warns of a 'permanent war' in Syria https://t.co/HaA49EUb6A https://t.co/cO3mHnWjtM
31,e17b743f941cbb06af8d5039d69bd7402b267c4e131f6f49d5b9860e8af14d77,12-02-2016 16:31,"RT @RT_com: #Erdogan threatens Europe with new #migrant wave, renews calls for no-fly zone in #Syria https://t.co/N3O242OoLx https://t.co/Z…"
32,2fd2c2c390412e62b0830395cf99ce0a638ddd4664c425bd837135f41bf377bf,12-02-2016 16:31,"RT @HartoshSinghBal: if sedition is keeping company of those who raise anti-india slogans &amp; encourage terrorism, then Modi should be charge…"
33,52dff55a2b7e7d6a0852726405b38f9a1c3ad81eb01e4f2c16d5351c22e0f5cb,12-02-2016 16:31,https://t.co/JxYe1b18V1 ←←download #bokep video bokep gadus muslim  #ngentot #memek #bugil #bispak
34,82f91b1d1804590e19c6ef47d8c8b1204de39c3e6df3f39f8c8c3067cffea5ae,12-02-2016 16:31,.@BDUTT u r crazy madam. Why in this universe someone shouts antinational in favour of a terrorist who supports a criminal? Disgusting.
35,82f91b1d1804590e19c6ef47d8c8b1204de39c3e6df3f39f8c8c3067cffea5ae,12-02-2016 16:31,#SecDef heads home after productive talks @USNATO &amp; first-ever meeting of C-ISIL coalition defense ministers https://t.co/oJDELkfVh0
36,e2146cb984b59066a1d3d574dc4e42837cbd0d720507070cda6016fdbd746f44,12-02-2016 16:31,"""These Isis men, as barbaric as they are, they are hot"" -- must read by @shaziamirza1  https://t.co/5Rb89t46IF https://t.co/AbGYQhZab4"
37,6f68a25a005144a0fc11cf1abea4091e7356767908e3aca0998a73173dfc8a7c,12-02-2016 16:31,"RT @THE_47th: 1. To Russia: any1 who dsnt like Assad is either JAN or Nusra 2. In 4yrs, Assad agrd 2 a dozen ""corridors"" &amp; reneged https://…"
38,95fc8e75902c98474ea7abcf56b71c132c7b717864dcaa45f8eeb5a3a10f1403,12-02-2016 16:31,"@AMDG_EENS_IHSV Agreed. Bill Maher is a lib, but he has the wisdom and courage to speak the truth about Islam."
39,5d4776a6f8e07d25fd0c6d6075193e99a3475b73cc928eb58c00c777d4a40627,12-02-2016 16:31,RT @MoonofA: @joshua_landis 2 huge mistakes - 1. many Sunni in Syria w/ Assad; 2. European borders had large changes in  WWII - Poland w/ m…
40,66f768ec7b5c9def7b302ecbc2fc0b57fd10f37d9c93662b3804464f847d3161,12-02-2016 16:31,RT @HomerWhite: And why is only #Trump warning about Islam invasion. And how it will destroy Europe...and #America is next. Only candidate.…
41,6ceb701523b6d53aee2b3b7b4b77e35bc00af21705310fe146489ac8f5949ef9,12-02-2016 16:31,RT @_med_Dhia: Dissmissal of four directors from #Tunisia's intelligence services (MoI). One of them is the head of the anti-terrorist unit…
42,d8e32987c0c642810ee3b4ae82b6e680cf55ad6a63020357eaa94691ea720e73,12-02-2016 16:31,RT @BashWords: Anti #Ahmadiyya hatred isn't a problem in the UK? Check out this sign opposed to Scunthorpe Mosque... from a MUSLIM https://…
43,1ed7bad8b29b02f23eeda847bd820fe9bf23cd275c25640a4c7a1ff57c14d8ba,12-02-2016 16:31,"RT @TerrorFreeSomal: Abdirizak Mohamed Warsame, 20, from #Minnesota in the USA has pleaded guilty to conspiring to provide support #ISIS ht…"
44,07fbb1931f30f37e3653dbf9e676001718494c23dcb0ce3c1e684f1ab89ecff5,12-02-2016 16:31,BBC News - Syria conflict: Bashar Assad vows to retake whole country @morgfair https://t.co/8UvVHzX2YP
45,8334dd386486e9a8b81408eb2351879f2dd302aa728485e7f0c0353728293ff0,12-02-2016 16:31,"RT @south_front_sy: #Russia continue bombing #FSA &amp; civilians into the dust saying they are fighting ""terrorism"" https://t.co/a3RTOUCMQ4 ht…"
46,e8fd38b8cee27d3824aac34dae901707e3bbb7ace9aa60d48596a47b88f05c2e,12-02-2016 16:31,"RT @BBSemasa: ""Muslims are terrorist?"" #SantaiBBSemasa https://t.co/7pUA0IxQE2"
47,cec81a92592e3bbea8ddb3edf35a15c3e81c4a2b5fd7519510355da06bc0eeb6,12-02-2016 16:31,RT @trump2016fan: Bachmann on Muslim Migration: ‘This Is A Planned Invasion!’ For The ‘Purpose of Destroying Western Christendom’ https://t…
48,0ac4487d69dcefe6b51caac9e469c847080e749e315c7d3b718408c7ed620c9b,12-02-2016 16:31,RT @hadeelOueiss: Newley invented Russian weapons are being tested for the first time against Syrian kids ! #Syria https://t.co/f0xtoPYvB8
49,2fd2c2c390412e62b0830395cf99ce0a638ddd4664c425bd837135f41bf377bf,12-02-2016 16:31,"RT @ianbremmer: The Middle East is like climate change. It's too late to ""fix."" Question is how we adapt to what we've created."
50,a005fc139d62247ce134ed980c95090be93e3008d04f68ef2099b00b7fdb5b50,12-02-2016 16:31,"Will US and #Russia be able to turn ""words on paper"" into action in #Syria? - @lrozen https://t.co/LCUCmfKcRo https://t.co/abDnbH7IWI"
51,7683369a7f89228ba1cf75b4e2d3ef5e124d91610183c1ee1dee1d5e610df8bb,12-02-2016 16:31,"@DigiFluid additionally, in misogynistic communities (Syria, Libya), female troops would be much less of a threat..?"
52,666d7af30a7be6bf030da30c357fa3a6aed2e0cc23391262a73e5f86b83a4876,12-02-2016 16:31,RT @wmsolomon: Could this be the dangerous man today? Helped ISIS survive &amp; grow. He is very likely to drag us into WWIII. https://t.co/gEu…
53,0a84a62d1a7444f62b2a6a53d06a6268a42328113c425c8913ba4a0244eaf67b,12-02-2016 16:31,"Why so much romanticism around Dalit politics, Muslim politics, towards Naxals &amp; towards separatists. https://t.co/BeiqiN6eKo"
54,f49f198f6bfab996dfbbbf8b6cd669cc8de49c3aa390834d1798b66d8580a6b9,12-02-2016 16:31,Russia says U.S. planes bombed Syria's Aleppo on Wednesday https://t.co/k0FkIFvT3f via @yahooNewsUK
55,913e79bacb7c698889b734666470e673b9f2c95e65172918a0f0adca32052a84,12-02-2016 16:31,RT @SamTamiz: Remember #Saudi bankrolled Saddam for eight years to try and defeat #Iran. It will be long before Saudi backs down in #Syria
56,b924eef8c36c3572214da1f6c4d9aa1814b8d1445712af732aaf6b45d01740a4,12-02-2016 16:31,RT @Umairamir365: Minhaj Welfare Foundation Supporting of Syria  #MWFSupportingPeopleOfSyria https://t.co/jjh0HBPPdv
57,8dee50dc65631b7d1682088f4616aa8f88a95f342dbf91dfe6e8804fd2a92e56,12-02-2016 16:31,Russia starts ground operations in #Syria https://t.co/HDGm7uLvfb via @DerSPIEGEL #Assad
58,6ae1421e1dc723f0a93d645b9bb1dad1fd1f2c1bcfbdd38b0a34a88887d5d1fd,12-02-2016 16:31,@SeamusHughes : 'There is no typical profile' of an #ISIS recruit https://t.co/7C6flr5UhV #cve
59,f5b13c144862c66c645dd14c4cb02416879b3f206852f44c4fd678086c63e6f2,12-02-2016 16:31,"RT @will_mccants: US Treasury Dept designates ISIS's chief religious scholar, Turki al-Binali https://t.co/FSg35cN1IM (h/t @Levitt_Matt)"
60,9ac962a0c1741dd875b23cd03042cc313012a552b0128abb63c17f8032da0bde,12-02-2016 16:31,"Assad vows to retake all of Syria: Syrian President Bashar al-Assad vows to retake ""the whole country"", but sa... https://t.co/JrWCoz1pKC"
61,575f2af1cb673006d0263897e6fd954afbc7c9134f114d0dc5c34d1a4ecb2310,12-02-2016 16:31,Russia warns the Saudis: Deploying ground troops in Syria would unleash ‘a new world war’ https://t.co/HisvT76nMJ via @nationalpost
62,6ae1421e1dc723f0a93d645b9bb1dad1fd1f2c1bcfbdd38b0a34a88887d5d1fd,12-02-2016 16:31,RT @DanielKraft: The @OpenText team shows what they’re made off. Doing good and have fun. Donating for local refugees initiative. https://t…
63,f7c73f3900438c566e6f72658c7d45a5ad62ce89d7c0d5f750c9667cb27ad5a1,12-02-2016 16:31,"RT @DailyHadiths: ""The best of the deeds is the (observance of) prayer at its proper time and kindness to the parents.""  [Muslim]"
64,3613952d835147949f2c7414b8f7d4326cfa73b97a8543aeb71555327916a536,12-02-2016 16:31,RT @iran_policy: .@sanabarghzahedi #Iran regime dispatched some 7000 #Afghan fighters from Fatemiyoun to join #Syria war. #No2Rouhani https…
65,4e4f73ad372d5ae0925fb92ebfc3350810b9f5eddaed086ed73923f1990bad43,12-02-2016 16:31,BREAKING: Russia's Prime Minister says deployment of Arab troops to Syria would start a 'permanent war'.
66,11d5e203ca2a7c5461add3fe623e16dc0c4c66c8862c3cf3576a24e85aa1ad19,12-02-2016 16:31,"RT @theLemniscat: Aleppo isn't being besieged by Syria's army, it's being liberated from terrorists Oct 2011, pro-govt rally in Aleppo http…"
67,126fed8cd301cfe45aed13e24a6527bcb51c1b0fc5ea23ba9b91e6cafee872f5,12-02-2016 16:31,The @cmomNYC #AtoZnyc  opens its doors tomorrow!  3000 sqft #IslamicArchitecture  https://t.co/H2rgV0WlAS  @DMogahed @islamoyankee @shahed
68,6f68a25a005144a0fc11cf1abea4091e7356767908e3aca0998a73173dfc8a7c,12-02-2016 16:31,RT @TheBrandonMorse: Dept of Education urges schools to teach Islam for 'anti-bias environment' https://t.co/BvJEGjmlIy See why I wanted re…
69,913e79bacb7c698889b734666470e673b9f2c95e65172918a0f0adca32052a84,12-02-2016 16:31,RT @hudzbm: Dear muslim friends https://t.co/NCKw3eetR6
70,cdacf049fc6770cb24a1103dfc020acd87ca1d1e87b7cd5d19d36e17ba0669eb,12-02-2016 16:31,"RT @MarkUrban01: Riad Hijab: Syria ceasefire ""not realistic, objective or logical"", only satisfies Russian demands. #Newsnight i/v with Syr…"
71,8b8c759ce5757513d4eca745ce5cbfd18d87723c45cba33953f4282df9189ab9,12-02-2016 16:31,RT @NOW_eng: Will #Saudi walk its #Syria intervention talk? https://t.co/d4GAdCQSBh by @disgraceofgod https://t.co/J2X6flRP2b
72,e159e512a99c88977ee9b663edf99fcb5bb2c861899e918939abe6678150b9b1,12-02-2016 16:31,RT @discjocke52: Putin's got his hands full with Saudis NOW sending troops to fight in #Syria. Now he's threatening on that. Loser!  https:…
73,c48fce37748c3b392b07181f0b2119bca3467d5e59b06a18e6ba4c68bea482bd,12-02-2016 16:31,"RT @IOM_news: 83, 201 migrants incl.refugees arrived by sea to Europe 410 dead/missing https://t.co/RFhiLzlxOY #MigrationEurope https://t.c…"
74,448ba9f9a0bfa83c6cfe6a44594eeca7cc7951a3b5a60775b6a3995023150866,12-02-2016 16:31,Aaameeen .... https://t.co/j7B6SjWaM7
75,5d4776a6f8e07d25fd0c6d6075193e99a3475b73cc928eb58c00c777d4a40627,12-02-2016 16:31,RT @AlverezAmanda: BREAKING: Somali Muslim Attacks Restaurant Owned By Israeli Christian – Hacks 4 People With Machete: Somali Mu... https:…
76,96666325f65dc6394f8c450af95b3fcbc5a01d2f8f6dd623d9aaf7a05241b1e7,12-02-2016 16:31,"If you ask me, Peter (the murderer) is the same as a terrorist. You were wronged and took it into your own hands (through killing) .."
77,a005fc139d62247ce134ed980c95090be93e3008d04f68ef2099b00b7fdb5b50,12-02-2016 16:31,RT @MuradoRT: Turkey 'concerned' about 'ethnic cleansing' in #Syria. Strange how butchering a million Armenians never triggered Turkey's co…
78,1cbcf0579f76c11edf1381289a5780f9f4df8dedca79e03029d8d4e679428467,12-02-2016 16:31,RT @DestroyerDiablo: Muslim attacks Ohio deli with machete. Shot and killed #IslamIsTheProblem #ISISisISlam #IslamIsTerrorism #BanIslam htt…
79,cec81a92592e3bbea8ddb3edf35a15c3e81c4a2b5fd7519510355da06bc0eeb6,12-02-2016 16:31,Muslim girl tops 'Ramayana' exam with 93%  https://t.co/ee2s9yqWAD -via @inshorts
80,613114631323ae78a90ea5262c7b76f639d6f7b500b4af650e0876b658a673d6,12-02-2016 16:31,"@Maryam_Rajavi  The mullahs' regime: Anti-freedom, misogyny R fundamentalism, State sponsor of terrorism"
81,613114631323ae78a90ea5262c7b76f639d6f7b500b4af650e0876b658a673d6,12-02-2016 16:31,RT @TheSyriaCmpgn: Russia is now the biggest killer of civilians in Syria. A real ceasefire must include stopping the Russian bombs https:/…
82,7683369a7f89228ba1cf75b4e2d3ef5e124d91610183c1ee1dee1d5e610df8bb,12-02-2016 16:31,"RT @darquestatic: For those of you who are insecure, read this okay my muslim bros and sis? ☺️ https://t.co/puECZFdD95"
83,bd2beaecd67191887f4450af3d660ca8a61feb3ed813fb4c60c3f62b30ea1054,12-02-2016 16:31,RT @FightExtremism: His place of worship didn’t push him towards #ISIS. It was #AlAwlaki propaganda on YouTube. https://t.co/pFHZ6zuDbT htt…
84,1ed7bad8b29b02f23eeda847bd820fe9bf23cd275c25640a4c7a1ff57c14d8ba,12-02-2016 16:31,RT @Sadii9494: #Islam serve s you in a perfect way...  #PromoteIslamicValues https://t.co/GbrwRxyFD3
85,52dff55a2b7e7d6a0852726405b38f9a1c3ad81eb01e4f2c16d5351c22e0f5cb,12-02-2016 16:31,"RT @Novorossiyan: #Syrian army steadily regains control of border with Turkey, cutting #ISIL &amp; Jabhat-al-Nusra support lines. https://t.co/…"
86,8334dd386486e9a8b81408eb2351879f2dd302aa728485e7f0c0353728293ff0,12-02-2016 16:31,RT @LeadershipNGA: Syria Conflict: Bashar Al-Assad Vows To Retake Whole Country - https://t.co/Oo8eQAWksh https://t.co/AJlaaqUagI
87,1ea6d885cbd344775a1247e04fe1b5c56b7b8de3a8a5e641ce828ac399822092,12-02-2016 16:31,"Kudos to @twitter for cracking down on terrorism. Parents, please monitor your kids' online activities. https://t.co/0wvumMRxIw"
88,1ca96bab2a99a5f6fe86af3c0e3f16c97067714fa61e876c1cee9503eff96cea,12-02-2016 16:31,150.000 People in Poland Rise Against Islam. March Of Independence2015 https://t.co/EA6PCIL5GW via @YouTube
89,11d5e203ca2a7c5461add3fe623e16dc0c4c66c8862c3cf3576a24e85aa1ad19,12-02-2016 16:31,State: Press Availability at the International Syria Support Group https://t.co/vi6MVdT8BK
90,1ed7bad8b29b02f23eeda847bd820fe9bf23cd275c25640a4c7a1ff57c14d8ba,12-02-2016 16:31,"'Cessation of hostilities' in Syria - Major world powers have agreed to a ""cessation of hostilities"" and to the... https://t.co/lmZXkoogET"
91,8334dd386486e9a8b81408eb2351879f2dd302aa728485e7f0c0353728293ff0,12-02-2016 16:31,"RT @Maryam_Rajavi: #Iran ian regime's post-nuclear deal conduct: worse human rights abuses, heightened inte ference &amp; killing in #Syria #MP…"
92,dfd2101784ea7dd9556e31210026844b0997fb72e394a2dbb8ba74cd3c9dfe5c,12-02-2016 16:31,Drone video from Turkey-Syria border shows the colossal scale of the refugee crisis https://t.co/XtNlxFZRsR
93,96666325f65dc6394f8c450af95b3fcbc5a01d2f8f6dd623d9aaf7a05241b1e7,12-02-2016 16:31,RT @MuradoRT: Turkey 'concerned' about 'ethnic cleansing' in #Syria. Strange how butchering a million Armenians never triggered Turkey's co…
94,6475bec63fabe6daeeb54ca978c88488d0d604456c89680221f57db7279bd448,12-02-2016 16:31,"RT @BBCBreaking: Syria's President Assad vows to retake ""the whole country"", in AFP interview published hours after war pause agreed https:…"
95,b21cd35853462f01ab66298088b0c430d77ae1d2c873d27ddac5f56ec4454830,12-02-2016 16:31,RT @OmerRehman: Life is short and time is fast. You have no time to waste and you have only one life to get it right. #islam
96,6ae1421e1dc723f0a93d645b9bb1dad1fd1f2c1bcfbdd38b0a34a88887d5d1fd,12-02-2016 16:31,"RT @Indopolity: Ex Editor of Express &amp; Hindu - letting us know his frustration, due to Ishrat Jahan proved a terrorist https://t.co/nzVcfrM…"
97,4277b83a51539aca2e8f3f28f2bb64e82a0d2a3fe0a7827aeb412571b039405f,12-02-2016 16:31,RT @bramvermeul: The day we decided to send war ships to stop refugees is a good day to reflect what has become of us. We have made migrati…
98,f96cc3e54c5acbd026959b3b4101ea86fc71ac65fae320db53b6cd782469816a,12-02-2016 16:31,"RT @RavenHUWolf: #FOX orders pilot - Muslim family sitcom. https://t.co/CvVwMi5jIC [also, more women acting 'male' rolls] #tcot #cpc https:…"
99,693414c505510cc5e09ca9584a866977b5edaf33751eb297437a2e56da0651a3,12-02-2016 16:31,"RT @JohnMercury2: @JaredWyand immigrant, Somali Muslim"
100,f7c73f3900438c566e6f72658c7d45a5ad62ce89d7c0d5f750c9667cb27ad5a1,12-02-2016 16:31,@clariceblackman @Dad_Trump2 Whites begging 4 help in every city n Montana after bo flooded the lone state w muslims https://t.co/wZpdpXfw8g
101,77454c33b14201f7a3608fd3dfb3ae7cdee817bdd8ca41924dc7f536a0633187,12-02-2016 16:31,RT @hadi_elis: Remember #PKK called on USA 3 times in 2015 to recognize and mediate for Peace in Turkey.  It's USA that hesitates   https:/…
102,1ca96bab2a99a5f6fe86af3c0e3f16c97067714fa61e876c1cee9503eff96cea,12-02-2016 16:31,"@robnewman30 @matthewfelgate No, but why does action over Syria prove we care and the shit stuff over Saudi doesn't prove we don't care?"
103,8b8c759ce5757513d4eca745ce5cbfd18d87723c45cba33953f4282df9189ab9,12-02-2016 16:31,Remember this.  --  12 Muslim Migrants Brutally Gang Raped White 13yo. Schoolgirl Who They Said Was 'Utterly worth https://t.co/7GOf3ZJ5dI
104,b924eef8c36c3572214da1f6c4d9aa1814b8d1445712af732aaf6b45d01740a4,12-02-2016 16:31,RT @MarianneSansum: Western Mayor says to muslim ‘refugees’’If you don’t adapt to our way of life then there are 57 muslim countries   we’l…
105,d970143bf5c6edb85ce17a24023911eb11efd9037df9ffa16ea411b25774617c,12-02-2016 16:31,"@DemHugh @EB_Asbr @VanJones68 pushed hard for regime change in ME/ North Africa , now destabilized and ripe for Isis exploitation. Hard line"
106,0a6dbefbde8fed74d5dd82f0e5c51aa1386623387cfc50667f8fdd0d91981b57,12-02-2016 16:31,"https://t.co/tifSt1HBTu Police attempted to keep the identity of a British jihadist a secret to protect his human rights,reported today."
107,1ed7bad8b29b02f23eeda847bd820fe9bf23cd275c25640a4c7a1ff57c14d8ba,12-02-2016 16:31,RT @hudzbm: Dear muslim friends https://t.co/NCKw3eetR6
108,34438f8ec4a2d36351f229df5d323477f0ae104790964da92dcd0e858c9de6b9,12-02-2016 16:31,Hoax Map counters absurd rumours about refugees in Germany https://t.co/aBGeQPFg4l
109,72a8c02ba98a9fdfa48147b76bc20bd64da3e0528b42514eb33dcc1dd39ba167,12-02-2016 16:31,"RT @MazMHussain: ""A vision of what Islam used to be, and could be, a building dedicated to love, and to love across boundaries."" https://t.…"
110,6ae1421e1dc723f0a93d645b9bb1dad1fd1f2c1bcfbdd38b0a34a88887d5d1fd,12-02-2016 16:31,"[#Bitcoin] They are trying to present Bitcoin as a “terrorist financing” tool, if you are … https://t.co/oBNEmzQYDZ https://t.co/aXeaYm4SHf"
111,8220597b1809934abe9134397e52dd73db5dc140ac2ed73cb5c50b6d85aeb4a8,12-02-2016 16:31,I liked a @YouTube video from @pauseunpauses https://t.co/tkQqR9QH1X Whispers (Trouble In Terrorist Town)
112,3c37f011a9c290e773db7d96c39bfb10e1d3728915fa60baf29661fe038d3d59,12-02-2016 16:31,"@ashutosh82B Islam does not support ""kumari"" as surname.. Grow up asstosh"
113,a1dd281304f35aec5b38a44b897ea44e94023d9b3952224bac4f0d0d0a5d2bf1,12-02-2016 16:31,"RT @ianbremmer: George Clooney meets with Merkel, agrees to house 1m Syrian refugees. #ProblemSolved #MunSecConf https://t.co/Wq7HiXJ97T"
114,0057a063b23a708793a11b4d66a0bedc1518b655c010359f3ea945f173f78959,12-02-2016 16:31,"""Syria's Assad Says to Keep Fighting as Peace Talks Proceed: AFP"" by REUTERS via NYT https://t.co/0TF7uAthjb"
115,52dff55a2b7e7d6a0852726405b38f9a1c3ad81eb01e4f2c16d5351c22e0f5cb,12-02-2016 16:31,"RT @Maryam_Rajavi: So long as D mullahs R in power, terrorism will continue2owe its existence 2this regime #No2Rouhani #MPs #Iran https://t…"
116,2fd2c2c390412e62b0830395cf99ce0a638ddd4664c425bd837135f41bf377bf,12-02-2016 16:31,"RT @altoflacoblanco: #Yemen: 21m people need humanitarian assistance. + than Libya, Syria combined. But little interest. #Coulditbebecausen…"
117,279b7c9d9cf865246fc26259fb8df8314859b1340e1c032fc570b2d24f741f93,12-02-2016 16:31,RT @canofwormstwo: Muslim baggage handler at Minneapolis-St. Paul International Airport boasted of being able to take down plane https://t.…
118,dc433bbb6006053dafe5e8d89f6c38cdb5608486a75c2aafb202e5cced8a3653,12-02-2016 16:31,RT @charliewinter: 1. #Syria: video announces formation of new female brigade in #Aleppo countryside.  https://t.co/zaQrHho8ON https://t.co…
119,8585da83ad7e1427282ceb81a04473f005ac24386526d68150dfd1fcd3ec1dc0,12-02-2016 16:31,Baku and Washington continue their joint fight against Armenian terrorism !!! https://t.co/SsHu1TeZvR
120,8dee50dc65631b7d1682088f4616aa8f88a95f342dbf91dfe6e8804fd2a92e56,12-02-2016 16:31,RT @wmsolomon: Could this be the dangerous man today? Helped ISIS survive &amp; grow. He is very likely to drag us into WWIII. https://t.co/gEu…
